resume_text,profession
"Name: Candidate_1824. Experience: 13 years. Skills: AWS, DevOps. Education: B.Com.",Frontend Developer
"Name: Candidate_1825. Experience: 10 years. Skills: Python, SQL, ML. Education: B.Tech in CS.",Virtual Assistant
"Name: Candidate_1826. Experience: 13 years. Skills: C++, IoT. Education: MBA.",Virtual Assistant
"Name: Candidate_1827. Experience: 11 years. Skills: AWS, DevOps. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_1828. Experience: 15 years. Skills: AWS, DevOps. Education: M.Tech.",Data Analyst
"Name: Candidate_1829. Experience: 6 years. Skills: R, Statistics. Education: B.Sc in IT.",Data Analyst
"Name: Candidate_1830. Experience: 7 years. Skills: Java, Spring. Education: BCA.",Backend Developer
"Name: Candidate_1831. Experience: 12 years. Skills: Java, Spring. Education: M.Tech.",Product Manager
"Name: Candidate_1832. Experience: 12 years. Skills: Python, SQL, ML. Education: MCA.",Data Scientist
"Name: Candidate_1833. Experience: 4 years. Skills: C++, IoT. Education: B.Sc in IT.",Data Analyst
"Name: Candidate_1834. Experience: 11 years. Skills: Node.js, MongoDB. Education: MCA.",Product Manager
"Name: Candidate_1835. Experience: 13 years. Skills: JavaScript, React. Education: B.Com.",Data Scientist
"Name: Candidate_1836. Experience: 6 years. Skills: Java, Spring. Education: MCA.",Virtual Assistant
"Name: Candidate_1837. Experience: 14 years. Skills: Java, Spring. Education: M.Tech.",Data Analyst
"Name: Candidate_1838. Experience: 12 years. Skills: Node.js, MongoDB. Education: B.Com.",Virtual Assistant
"Name: Candidate_1839. Experience: 3 years. Skills: PHP, Laravel. Education: B.Tech in CS.",Backend Developer
"Name: Candidate_1840. Experience: 7 years. Skills: Python, SQL, ML. Education: B.Com.",Embedded Engineer
"Name: Candidate_1841. Experience: 2 years. Skills: AWS, DevOps. Education: Diploma in CS.",Embedded Engineer
"Name: Candidate_1842. Experience: 4 years. Skills: PHP, Laravel. Education: Diploma in CS.",Virtual Assistant
"Name: Candidate_1843. Experience: 1 years. Skills: R, Statistics. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_1844. Experience: 9 years. Skills: Python, SQL, ML. Education: BCA.",Backend Developer
"Name: Candidate_1845. Experience: 12 years. Skills: Excel, Admin. Education: B.Sc in IT.",Data Scientist
"Name: Candidate_1846. Experience: 13 years. Skills: R, Statistics. Education: M.Tech.",Backend Developer
"Name: Candidate_1847. Experience: 14 years. Skills: R, Statistics. Education: B.Com.",Frontend Developer
"Name: Candidate_1848. Experience: 15 years. Skills: Angular, TypeScript. Education: Diploma in CS.",Frontend Developer
"Name: Candidate_1849. Experience: 7 years. Skills: R, Statistics. Education: B.Com.",Data Analyst
"Name: Candidate_1850. Experience: 6 years. Skills: AWS, DevOps. Education: MBA.",Data Scientist
"Name: Candidate_1851. Experience: 15 years. Skills: Excel, Admin. Education: M.Tech.",Data Analyst
"Name: Candidate_1852. Experience: 0 years. Skills: Node.js, MongoDB. Education: BCA.",Embedded Engineer
"Name: Candidate_1853. Experience: 10 years. Skills: R, Statistics. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_1854. Experience: 7 years. Skills: Python, SQL, ML. Education: B.Tech in CS.",DevOps Engineer
"Name: Candidate_1855. Experience: 14 years. Skills: Excel, Admin. Education: BCA.",Data Analyst
"Name: Candidate_1856. Experience: 4 years. Skills: R, Statistics. Education: MCA.",Data Analyst
"Name: Candidate_1857. Experience: 5 years. Skills: PHP, Laravel. Education: BCA.",Backend Developer
"Name: Candidate_1858. Experience: 10 years. Skills: JavaScript, React. Education: BCA.",DevOps Engineer
"Name: Candidate_1859. Experience: 3 years. Skills: JavaScript, React. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_1860. Experience: 7 years. Skills: Python, SQL, ML. Education: MCA.",Data Analyst
"Name: Candidate_1861. Experience: 10 years. Skills: C++, IoT. Education: BCA.",Data Scientist
"Name: Candidate_1862. Experience: 12 years. Skills: R, Statistics. Education: MBA.",Data Scientist
"Name: Candidate_1863. Experience: 5 years. Skills: JavaScript, React. Education: B.Tech in CS.",DevOps Engineer
"Name: Candidate_1864. Experience: 4 years. Skills: Python, SQL, ML. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_1865. Experience: 12 years. Skills: PHP, Laravel. Education: B.Com.",Frontend Developer
"Name: Candidate_1866. Experience: 14 years. Skills: Python, SQL, ML. Education: M.Tech.",Frontend Developer
"Name: Candidate_1867. Experience: 0 years. Skills: PHP, Laravel. Education: BCA.",Frontend Developer
"Name: Candidate_1868. Experience: 1 years. Skills: Python, SQL, ML. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_1869. Experience: 9 years. Skills: JavaScript, React. Education: B.Tech in CS.",Virtual Assistant
"Name: Candidate_1870. Experience: 8 years. Skills: Java, Spring. Education: MCA.",Embedded Engineer
"Name: Candidate_1871. Experience: 8 years. Skills: C++, IoT. Education: MCA.",Virtual Assistant
"Name: Candidate_1872. Experience: 9 years. Skills: C++, IoT. Education: MBA.",Embedded Engineer
"Name: Candidate_1873. Experience: 5 years. Skills: C++, IoT. Education: M.Tech.",Product Manager
"Name: Candidate_1874. Experience: 9 years. Skills: PHP, Laravel. Education: B.Com.",Frontend Developer
"Name: Candidate_1875. Experience: 14 years. Skills: JavaScript, React. Education: B.Tech in CS.",Virtual Assistant
"Name: Candidate_1876. Experience: 9 years. Skills: Excel, Admin. Education: MBA.",Data Analyst
"Name: Candidate_1877. Experience: 7 years. Skills: R, Statistics. Education: B.Sc in IT.",DevOps Engineer
"Name: Candidate_1878. Experience: 15 years. Skills: Python, SQL, ML. Education: Diploma in CS.",Embedded Engineer
"Name: Candidate_1879. Experience: 5 years. Skills: AWS, DevOps. Education: B.Sc in IT.",Frontend Developer
"Name: Candidate_1880. Experience: 2 years. Skills: PHP, Laravel. Education: M.Tech.",Product Manager
"Name: Candidate_1881. Experience: 4 years. Skills: Java, Spring. Education: MCA.",Frontend Developer
"Name: Candidate_1882. Experience: 12 years. Skills: Python, SQL, ML. Education: MBA.",Frontend Developer
"Name: Candidate_1883. Experience: 1 years. Skills: Angular, TypeScript. Education: B.Tech in CS.",Data Analyst
"Name: Candidate_1884. Experience: 13 years. Skills: R, Statistics. Education: B.Sc in IT.",Backend Developer
"Name: Candidate_1885. Experience: 4 years. Skills: Excel, Admin. Education: Diploma in CS.",Embedded Engineer
"Name: Candidate_1886. Experience: 6 years. Skills: JavaScript, React. Education: B.Com.",DevOps Engineer
"Name: Candidate_1887. Experience: 13 years. Skills: AWS, DevOps. Education: B.Sc in IT.",Product Manager
"Name: Candidate_1888. Experience: 13 years. Skills: Angular, TypeScript. Education: MBA.",Backend Developer
"Name: Candidate_1889. Experience: 2 years. Skills: PHP, Laravel. Education: B.Com.",Embedded Engineer
"Name: Candidate_1890. Experience: 5 years. Skills: JavaScript, React. Education: M.Tech.",Virtual Assistant
"Name: Candidate_1891. Experience: 12 years. Skills: Excel, Admin. Education: Diploma in CS.",Embedded Engineer
"Name: Candidate_1892. Experience: 3 years. Skills: Angular, TypeScript. Education: Diploma in CS.",DevOps Engineer
"Name: Candidate_1893. Experience: 11 years. Skills: Angular, TypeScript. Education: MBA.",Virtual Assistant
"Name: Candidate_1894. Experience: 4 years. Skills: AWS, DevOps. Education: MCA.",Embedded Engineer
"Name: Candidate_1895. Experience: 12 years. Skills: R, Statistics. Education: Diploma in CS.",Data Analyst
"Name: Candidate_1896. Experience: 9 years. Skills: JavaScript, React. Education: Diploma in CS.",Frontend Developer
"Name: Candidate_1897. Experience: 7 years. Skills: R, Statistics. Education: M.Tech.",Frontend Developer
"Name: Candidate_1898. Experience: 13 years. Skills: Node.js, MongoDB. Education: M.Tech.",Product Manager
"Name: Candidate_1899. Experience: 9 years. Skills: Python, SQL, ML. Education: B.Tech in CS.",Data Scientist
"Name: Candidate_1900. Experience: 11 years. Skills: Excel, Admin. Education: M.Tech.",Frontend Developer
"Name: Candidate_1901. Experience: 10 years. Skills: R, Statistics. Education: M.Tech.",DevOps Engineer
"Name: Candidate_1902. Experience: 11 years. Skills: R, Statistics. Education: B.Tech in CS.",Product Manager
"Name: Candidate_1903. Experience: 8 years. Skills: R, Statistics. Education: M.Tech.",Frontend Developer
"Name: Candidate_1904. Experience: 12 years. Skills: Excel, Admin. Education: Diploma in CS.",Embedded Engineer
"Name: Candidate_1905. Experience: 15 years. Skills: R, Statistics. Education: B.Com.",DevOps Engineer
"Name: Candidate_1906. Experience: 3 years. Skills: C++, IoT. Education: B.Com.",DevOps Engineer
"Name: Candidate_1907. Experience: 8 years. Skills: JavaScript, React. Education: Diploma in CS.",Data Scientist
"Name: Candidate_1908. Experience: 14 years. Skills: PHP, Laravel. Education: B.Com.",Product Manager
"Name: Candidate_1909. Experience: 0 years. Skills: C++, IoT. Education: MBA.",Embedded Engineer
"Name: Candidate_1910. Experience: 0 years. Skills: R, Statistics. Education: M.Tech.",Data Analyst
"Name: Candidate_1911. Experience: 0 years. Skills: Python, SQL, ML. Education: M.Tech.",Frontend Developer
"Name: Candidate_1912. Experience: 4 years. Skills: C++, IoT. Education: Diploma in CS.",Virtual Assistant
"Name: Candidate_1913. Experience: 0 years. Skills: R, Statistics. Education: M.Tech.",Data Analyst
"Name: Candidate_1914. Experience: 2 years. Skills: C++, IoT. Education: B.Com.",Backend Developer
"Name: Candidate_1915. Experience: 14 years. Skills: Node.js, MongoDB. Education: Diploma in CS.",Backend Developer
"Name: Candidate_1916. Experience: 15 years. Skills: Python, SQL, ML. Education: BCA.",DevOps Engineer
"Name: Candidate_1917. Experience: 5 years. Skills: Python, SQL, ML. Education: BCA.",Frontend Developer
"Name: Candidate_1918. Experience: 12 years. Skills: Python, SQL, ML. Education: MCA.",Product Manager
"Name: Candidate_1919. Experience: 6 years. Skills: Java, Spring. Education: MBA.",Virtual Assistant
"Name: Candidate_1920. Experience: 4 years. Skills: C++, IoT. Education: M.Tech.",Backend Developer
"Name: Candidate_1921. Experience: 12 years. Skills: C++, IoT. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_1922. Experience: 15 years. Skills: AWS, DevOps. Education: MBA.",Data Analyst
"Name: Candidate_1923. Experience: 8 years. Skills: Excel, Admin. Education: M.Tech.",Backend Developer
"Name: Candidate_1924. Experience: 10 years. Skills: Java, Spring. Education: B.Com.",Frontend Developer
"Name: Candidate_1925. Experience: 9 years. Skills: C++, IoT. Education: MBA.",DevOps Engineer
"Name: Candidate_1926. Experience: 4 years. Skills: R, Statistics. Education: B.Tech in CS.",Backend Developer
"Name: Candidate_1927. Experience: 10 years. Skills: Java, Spring. Education: M.Tech.",Data Scientist
"Name: Candidate_1928. Experience: 10 years. Skills: R, Statistics. Education: MBA.",Embedded Engineer
"Name: Candidate_1929. Experience: 0 years. Skills: R, Statistics. Education: B.Com.",Data Analyst
"Name: Candidate_1930. Experience: 6 years. Skills: R, Statistics. Education: MBA.",Product Manager
"Name: Candidate_1931. Experience: 13 years. Skills: Angular, TypeScript. Education: BCA.",DevOps Engineer
"Name: Candidate_1932. Experience: 15 years. Skills: JavaScript, React. Education: MCA.",Product Manager
"Name: Candidate_1933. Experience: 11 years. Skills: AWS, DevOps. Education: M.Tech.",Data Analyst
"Name: Candidate_1934. Experience: 14 years. Skills: Node.js, MongoDB. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_1935. Experience: 13 years. Skills: Python, SQL, ML. Education: BCA.",Backend Developer
"Name: Candidate_1936. Experience: 0 years. Skills: Excel, Admin. Education: Diploma in CS.",DevOps Engineer
"Name: Candidate_1937. Experience: 7 years. Skills: Angular, TypeScript. Education: BCA.",Data Scientist
"Name: Candidate_1938. Experience: 11 years. Skills: PHP, Laravel. Education: B.Tech in CS.",Product Manager
"Name: Candidate_1939. Experience: 3 years. Skills: Angular, TypeScript. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_1940. Experience: 14 years. Skills: Node.js, MongoDB. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_1941. Experience: 7 years. Skills: JavaScript, React. Education: B.Sc in IT.",Embedded Engineer
"Name: Candidate_1942. Experience: 12 years. Skills: AWS, DevOps. Education: Diploma in CS.",Frontend Developer
"Name: Candidate_1943. Experience: 8 years. Skills: AWS, DevOps. Education: M.Tech.",Data Analyst
"Name: Candidate_1944. Experience: 8 years. Skills: PHP, Laravel. Education: B.Sc in IT.",Product Manager
"Name: Candidate_1945. Experience: 15 years. Skills: Java, Spring. Education: B.Sc in IT.",Data Scientist
"Name: Candidate_1946. Experience: 8 years. Skills: Java, Spring. Education: MBA.",Backend Developer
"Name: Candidate_1947. Experience: 11 years. Skills: JavaScript, React. Education: B.Com.",Virtual Assistant
"Name: Candidate_1948. Experience: 11 years. Skills: R, Statistics. Education: MCA.",Backend Developer
"Name: Candidate_1949. Experience: 8 years. Skills: Python, SQL, ML. Education: B.Com.",Data Scientist
"Name: Candidate_1950. Experience: 10 years. Skills: PHP, Laravel. Education: B.Sc in IT.",DevOps Engineer
"Name: Candidate_1951. Experience: 8 years. Skills: AWS, DevOps. Education: M.Tech.",Backend Developer
"Name: Candidate_1952. Experience: 8 years. Skills: Python, SQL, ML. Education: M.Tech.",Frontend Developer
"Name: Candidate_1953. Experience: 5 years. Skills: JavaScript, React. Education: BCA.",Data Scientist
"Name: Candidate_1954. Experience: 8 years. Skills: Node.js, MongoDB. Education: B.Com.",Frontend Developer
"Name: Candidate_1955. Experience: 8 years. Skills: Angular, TypeScript. Education: Diploma in CS.",Product Manager
"Name: Candidate_1956. Experience: 1 years. Skills: Python, SQL, ML. Education: MBA.",Frontend Developer
"Name: Candidate_1957. Experience: 12 years. Skills: AWS, DevOps. Education: BCA.",Frontend Developer
"Name: Candidate_1958. Experience: 1 years. Skills: Node.js, MongoDB. Education: B.Com.",Embedded Engineer
"Name: Candidate_1959. Experience: 12 years. Skills: Excel, Admin. Education: MBA.",Virtual Assistant
"Name: Candidate_1960. Experience: 8 years. Skills: Angular, TypeScript. Education: MCA.",Embedded Engineer
"Name: Candidate_1961. Experience: 11 years. Skills: C++, IoT. Education: B.Sc in IT.",Frontend Developer
"Name: Candidate_1962. Experience: 12 years. Skills: C++, IoT. Education: B.Com.",Virtual Assistant
"Name: Candidate_1963. Experience: 4 years. Skills: AWS, DevOps. Education: B.Com.",Product Manager
"Name: Candidate_1964. Experience: 1 years. Skills: Angular, TypeScript. Education: MCA.",Frontend Developer
"Name: Candidate_1965. Experience: 15 years. Skills: AWS, DevOps. Education: BCA.",Data Scientist
"Name: Candidate_1966. Experience: 11 years. Skills: C++, IoT. Education: BCA.",Product Manager
"Name: Candidate_1967. Experience: 14 years. Skills: Angular, TypeScript. Education: MBA.",Embedded Engineer
"Name: Candidate_1968. Experience: 0 years. Skills: Python, SQL, ML. Education: MCA.",Embedded Engineer
"Name: Candidate_1969. Experience: 3 years. Skills: R, Statistics. Education: M.Tech.",Virtual Assistant
"Name: Candidate_1970. Experience: 3 years. Skills: Java, Spring. Education: MBA.",Frontend Developer
"Name: Candidate_1971. Experience: 14 years. Skills: AWS, DevOps. Education: MCA.",Embedded Engineer
"Name: Candidate_1972. Experience: 3 years. Skills: Java, Spring. Education: B.Tech in CS.",Embedded Engineer
"Name: Candidate_1973. Experience: 1 years. Skills: C++, IoT. Education: B.Tech in CS.",Data Analyst
"Name: Candidate_1974. Experience: 1 years. Skills: Angular, TypeScript. Education: BCA.",Data Analyst
"Name: Candidate_1975. Experience: 11 years. Skills: AWS, DevOps. Education: MBA.",DevOps Engineer
